order_id,customer_id,product_id,product_category_name_english,price,freight_value,TotalPrice,order_purchase_timestamp
c383ab7c64e3ee1503e3574b22e37dab,0ecec081acf716b8ae4ee28348f7b04a,591afedd45ae097827bf674a8491ea21,electronics,59.9,27.0,86.9,2017-01-28 23:09:31
5cca397d52ba2f962523520cc83db7ba,7f0aa96805d1c2d2002d0ac60c2ac139,2b4609f8948be18874494203496bc318,health_beauty,79.99,18.17,98.16,2018-04-02 22:04:57
8f0f01a6b1970e8f3c336a6b93b96d9c,59190bfc23eca273cebeb6968a2e43c5,eedc7b3fb1b94864756336d71f04efd8,costruction_tools_tools,6.8,19.32,26.12,2018-04-09 22:51:46
499a762fa72fde835e39b03db3b95cbf,06749557ec7c0ecb61210bbc6c14ae1d,dac106d9436467c9e5ba3767d1c5aa01,computers_accessories,31.0,8.97,39.97,2018-08-25 18:37:04
e5cb8cec63271f7ad2569b86e2eae45e,b31eaa661afe014345c3f985657e7743,cec09725da5ed01471d9a505e7389d37,sports_leisure,69.9,11.99,81.89,2017-05-23 15:27:58
542a75015e9fb10f090ea35b36cb470d,f2dcf5cfd4494eb8a92205e95ac2b3ff,b477918b815e37390bf265cc4a2c1441,sports_leisure,550.0,19.82,569.82,2018-03-26 08:51:40
8a2a5c9ec8db9fd57f3af20fb4fa32af,b2e849e5734ddf100d55ad8852646170,d011223de539cd224b5c5c8082313d46,furniture_decor,196.8,17.01,213.81,2018-04-17 15:52:46
1f640ae3c57af032c880e2814a991e34,babed1605e2a7a9f20d4038f6d527ed5,8368aba9a583e38eb9db42881c92c473,watches_gifts,859.0,22.45,881.45,2017-10-17 09:54:42
1e023f96b2ab8ba32db4efacb8df5249,c316d9222671b33a8b0d8c6a3a39ae3d,0082684bb4a60a862baaf7a60a5845ed,,39.9,15.1,55.0,2017-11-10 13:49:38
5e7d51bfc94acb16cfcc272c581f85cc,2c951b08affead243b4c87bf6a273d79,c23381297fa734ea441a15d723199fb5,computers_accessories,28.0,8.27,36.269999999999996,2017-10-29 16:34:00
5fd03333c4c020a7eff08e6ef26ef8cf,6a81e067c92bf11135c074c637f12ad2,329c661807f085964b1877bfeca6ff73,furniture_decor,189.45,26.17,215.62,2017-10-10 10:49:17
b5ae10bf67afb6e14718789096f22787,f69cf4381400f65b36639b8e1c11092a,0546131238f7e9d6b5c24dbb5d8e3133,health_beauty,1045.0,30.12,1075.12,2018-08-12 19:28:01
5697c84d8f3e63f51bebf917fa2b72cf,d8cf9aaa20e7204f0606dbeeca4f88ad,d04e48982547095af81c231c3d581cb6,watches_gifts,239.0,14.11,253.11,2018-04-07 22:57:59
9ea9ccc5a9e82d1226f860d5b191e77b,962448d9b81d2848fd389dd7ca4b55ee,457cd0a99cfa977993e4eb6d98d95abb,telephony,29.99,7.78,37.769999999999996,2018-01-22 23:34:32
918e041f64288443edad8152f66ea031,f7d40cb36f4e11b1c99b85ca8bf742f8,3dd2a17168ec895c781a9191c1e95ad7,computers_accessories,149.9,13.34,163.24,2018-05-17 18:58:14
d568db372124bae10404acba43558652,dfd98d84e66b465250732382ff6a5d34,72172e982e8b92155069e4201c92c0bb,sports_leisure,37.49,15.1,52.59,2017-09-03 11:20:06
f325a745f44598592ea78a6e64b589b4,59077d5c620a379906c1130b4cb666ae,52e1126012d5713a3e7c701308355457,auto,19.55,15.1,34.65,2017-11-09 15:24:14
cc86a65e920aceb9fe3bbe49bab2bd52,23fa7a1513fdc2b37c2b1ebd9e1db2da,d37c7b44350fea9327f32f3e603f682b,furniture_decor,29.9,16.11,46.01,2017-11-24 11:34:37
5c2fda0256232c4a55199261747fa68a,1b4561197d2ab1ddbce1ed27f3aaf25a,fc1d8637c0268af3db482c14b7ef8e75,bed_bath_table,139.9,12.07,151.97,2018-05-20 22:09:05
fc174f22ce400b79551344335ef7d9d9,fe679f0292f2cd782061136e45b47500,f27aff266ad97e75d4a24c893b2c311e,home_appliances_2,795.0,89.34,884.34,2018-08-04 12:04:39
db7b88e881d8890d4ea491444d0e43ed,ee03d69257bc84a3ebe06a1255e62b49,fa381a4a9af65ea5fc8f3829214045f9,sports_leisure,269.9,18.57,288.46999999999997,2018-03-29 17:02:55
45b8bb0bfeacbf5aebe4c3f5cbcd2b06,0734e8ed607954bb0d89e1d9435cec68,c0c5899d3df29722ba3f12be79dfeb10,furniture_decor,59.0,14.58,73.58,2017-03-13 23:46:04
dbeb15c52e114604b6f96141f354fbc6,6384c5c7527d8e7ddfc4d59b59868c40,43423cdffde7fda63d0414ed38c11a73,watches_gifts,55.0,34.19,89.19,2017-09-17 09:42:42
225e39ca6a487e0cdd5c97dfc57c92ff,577701d3d24a554e38b47d391b1c418e,5c692818d313aa12864b48ac0c2472c2,watches_gifts,29.0,1.94,30.94,2017-12-16 21:03:22
c764b50847f8a6b31dd92151b3680d94,ece53d01d909f624beff12b089724fcc,583f158587cdecda3e8bdea694021e39,sports_leisure,45.0,13.71,58.71,2018-04-10 22:18:19
33e5224f58fe2ca5d11f07b36f3fb6ec,91e9379e373698c0a78d1be3ad7b2a4c,a77453f011b20e66aec0d64f59106fbf,computers_accessories,79.9,17.0,96.9,2018-01-15 11:27:28
3aa23de969cd056c809332fb45ca17fd,590bc48cf0123e62d60cd1102d4c599f,3e5201fe0d1ba474d9b90152c83c706c,bed_bath_table,125.9,23.68,149.58,2018-08-09 19:56:04
8938715999abb88950de2d1aa4b8f74d,19ae64aeb72ed9ce72ddd15b080bcba9,16679d68bdbed3fb97af806424d7f2b7,health_beauty,29.0,7.87,36.87,2018-04-30 12:15:00
531a74ff9a6617b0cae88c4b67646988,177a576c3346d73fa4b179ee92d61dbd,a0b7d5a992ccda646f2d34e418fff5a0,furniture_decor,69.9,14.6,84.5,2018-02-03 09:19:06
1854a6f99182e2eb617259d3336b7e70,c0938cd0745a2eab0fb613b66f288ba2,58493ca240e8c701678576a04c2d6336,electronics,19.9,15.23,35.129999999999995,2018-06-02 17:13:12
9d8ad56c218b4b9bd6ece578c91c2321,5da5779c14e22cdcfed01160d6165476,e6326d48c2537adda078aedd30909982,small_appliances,22.0,7.41,29.41,2018-07-20 22:25:11
75ad912f0b81298161aeabd41c9ee843,8bcd44b6828a0fcfb459b14f5c4a6ece,bb7181410b4e02f93f3697f765db53c7,baby,109.99,27.21,137.2,2017-09-14 00:41:21
20a1537691864a0ec56e69c40ec2ae95,f73600d04bdd11ef1d6f4b53165b2f00,b69eb25e3a4def8e9cddee18712e0c5e,cool_stuff,199.0,44.62,243.62,2018-05-11 16:33:12
1c81cddd8cd868c4f95fa77dde1810d7,86f4aa9faf5fd1c55a84b395183c8619,13befae9b3fb34c439cf4744fd18dfa7,bed_bath_table,18.9,25.63,44.53,2017-06-06 11:38:15
05fcd933547be81890bc4d62357fdf3f,a38a9ffb610562b589318c8b263e0d5b,2d00c3b37b984686777190e2e6e0a7b6,computers_accessories,89.9,12.13,102.03,2017-07-19 10:17:34
9202a540dd3900ebeb2ff790e949a54e,778765c3508c03c80697308b8ba5aa3c,c40b4d64d9a3328382ec1fc2948c4af0,telephony,54.9,7.78,62.68,2018-01-22 08:05:13
6deb7a78bc1450778b8dd23455fd883e,97e2d4f46c1eedca1005f8a981f906fc,e489b41419c7d7d00445dc5d3c9966a4,watches_gifts,159.0,14.86,173.86,2017-07-11 21:39:21
39b8653ff22b5a5633855beaae410b83,0a7123262de5b94fd6618f3a1e0a640f,f7f59e6186e10983a061ac7bdb3494d6,housewares,34.9,15.98,50.879999999999995,2017-09-14 09:26:20
31bc09fdbd701a7a4f9b55b5955b8687,106a2d44b8756af49c5c3299fb8001f1,e5ff2945f13a69162a72acc5170ba684,bed_bath_table,166.0,98.53,264.53,2017-10-14 00:19:16
50c71607b83f5edc9a65e7c7d9910b1a,d3a7f01174c7a3d2905734b89cacedad,99a4788cb24856965c36a24e339b6058,bed_bath_table,89.9,15.38,105.28,2017-06-23 11:23:50
80d42608ec46066a22bc8261471c7a21,5d2798ebf98673c2c2f53e27481ac195,ce710fd2f106cf7570a07aa47ee7395b,fashion_bags_accessories,899.0,21.59,920.59,2017-05-02 16:49:55
6d6a99c4cfaa3381cbd4e86237bf699d,3d5895b2ff74d5fb6536827bf9799baa,947638090b86dc69c90b29261178a338,cool_stuff,90.0,37.32,127.32,2018-04-09 16:34:55
41089c08c8d6cdd2964afad8aaa8405b,5fad97b0b396ee2e8ff1af56d659d0cb,b4168a64b570417bededa30b167c6148,health_beauty,28.0,7.78,35.78,2018-02-22 18:41:33
c1674af37cefb68196b330a473e46d7d,bfb9b1d3eed11407245df8870eadecc6,fe06d596708c590bf178cdb82aa7d48d,musical_instruments,29.9,9.34,39.239999999999995,2017-05-11 22:41:34
1fa468994c6de461001e0d8849f60a7f,5bf659be3540f83e2f8f4dd67fd1dcfd,21e4321fa558327afe025bfb800a8bff,,16.9,17.92,34.82,2017-12-06 09:03:48
925d3e6a309173b4f3fae2ce8c50118e,d1c29a0c7f275e0723e4706e5a8de935,211d04c14dd756f5e4dec38c19187fdb,bed_bath_table,89.77,26.93,116.69999999999999,2018-08-16 15:44:34
4174ab02f93138dbcae799299d390233,d15fcd763b3fe576eeff22682ba06302,628677036f276f6c0792cded8e9211ee,bed_bath_table,120.0,22.2,142.2,2018-05-02 12:17:02
12bbc0dc31b5644e4cb803879306f081,9f6344a8a6d567f84f9ed02120214e3d,65266b2da20d04dbe00c5c2d3bb7859e,stationery,23.9,12.79,36.69,2018-06-09 11:42:44
a2e41b2178698dc2a57817361a869d1d,f1e670dc0f4e42fa6931d6f01d7b479d,c3097e07a0a5de0d4b4c836d90c5a284,electronics,13.69,22.06,35.75,2018-03-20 18:15:18
d3f44296d90a42d3ec4b52b18654e87a,a2afcfb0d0d3096573368c4dbe8af57e,12760bcacfaaf1457bc36e601e26dc79,housewares,19.9,15.1,35.0,2018-02-16 10:06:13
9caafc4899f9ae1afc02c6fbc8936180,1fb007447c1e0b6e1f0a7dfb5eef11a7,3af6d5f9fdb78f106c003ce49d7f0186,health_beauty,32.9,12.89,45.79,2018-06-21 07:16:23
93946756257ca00a0bd35bf9e162718e,10242429481cedab70f61a45e1a9fb88,634256dbcd184b3757ffd7632c9fe52a,health_beauty,24.9,7.39,32.29,2018-06-08 21:21:51
6522386fefd98cf9293642fb5dcf9342,bfe86e6e37b9485c767b72380d165412,4c505e52bedf9651c08793647c925e65,bed_bath_table,35.0,11.85,46.85,2017-12-18 15:35:10
c2f4725573134736acc801bfc32b7e5b,8def1d776006a5e1e8f7f0c9297fba54,d02f9550ee49a75b19c5e0d26f9756aa,sports_leisure,79.0,26.63,105.63,2018-03-13 14:07:07
88847f255be578610b9c0233f7dc2b86,dd27a8972166033eeb2e57761329d5db,06484143f7046fc1c2ec000aba13e28a,sports_leisure,24.99,13.37,38.36,2017-08-31 09:53:26
665d84d48d4c7c497117465e6f02f92f,9db61f02788ba2a816117b4d7dc2d58b,a5647c44af977b148e0a3a4751a09e2e,office_furniture,159.98,26.1,186.07999999999998,2018-07-10 09:13:20
a9231cd2833cf50f90aae1a75dc7cc81,1586b0d408bbbf16b93d0fce9468894e,98d61056e0568ba048e5d78038790e77,auto,169.0,24.17,193.17000000000002,2017-02-17 10:32:58
c8a2a495848f547a4a4a26597ca9190b,886406e39c7527f64f34223f444bd4c4,cc52718406f03a562ccf2bf14f584887,consoles_games,21.0,9.54,30.54,2017-12-29 11:29:05
1fb28905c05d166e536359d8f87de8ad,30b0e5b92581e38246993fe1808bdadf,340e3e28357bb29f7612c86c13d9729a,health_beauty,49.99,7.39,57.38,2018-05-15 13:36:40
4914b5077b095b26dbd6edf293259136,c118045fa1e7f9e09a5eed9130c253c8,252dc1fbd22786a5305623453f8eaf8b,health_beauty,75.49,8.27,83.75999999999999,2017-10-29 21:43:20
29c56706d0442edbc19623391d958d7f,e1f1ab2aee7b92d827f497a9f794718a,127c0cde3ea832c4c4901159cf902d0e,computers_accessories,129.9,9.26,139.16,2018-05-10 14:42:01
353452698ed9b7e594c057af6d63c95f,ac754190c3f23c6d841cf343b56d8e71,fe6f03cedd96bcbc5c8726c5963fd35c,bed_bath_table,54.99,19.2,74.19,2017-07-14 18:29:40
f9542e833e765ebde05fa8449989fc83,26f548cf7e36c8ff56020cc845f5df8c,9c7ce59c96e74dfdfc51f13a4a6c3869,watches_gifts,29.0,14.52,43.519999999999996,2017-04-05 21:40:45
3d3bf2f6415d93b07c9b1fa798a19239,c728a9ca56cbf45a1d9332d0ecb0a409,c6dd917a0be2a704582055949915ab32,cool_stuff,99.99,17.95,117.94,2017-07-12 10:35:49
0e717e310af82d130a1d253cd5fe8c7c,bd66d303f3c88fec12d78e527e6935b6,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,35.0,12.43,47.43,2018-03-11 14:54:00
1047b7ef8d56907e4256da73c4734bc3,355e5cb41305ac7e8d9291fa1d3648c5,906b11f3bc3c98f883afa0eb67b0fac7,sports_leisure,127.0,16.52,143.52,2017-12-12 10:05:59
a0b1093f5f180383cf2ed2a9a6586070,0af80bbcdcbbfc41fc50994913479faa,338f1838eb9cd29b59c9c2f4ee158f15,,29.99,15.1,45.089999999999996,2017-10-07 14:55:38
b12e6c26723c864922c152d097c3e87e,25363919788d198ec5a6e18a8d153a5d,9ede6b0570a75a4b9de4f383329f99ee,sports_leisure,104.9,16.49,121.39,2018-02-19 21:58:59
bb31e0bc46d4bf098ba2bea9092a59f1,89e206778d5691ee3bbe40bc2f6bb541,5cc3b3b52374e67281fd366c03b57ff5,pet_shop,99.9,53.05,152.95,2018-07-27 20:07:41
ea974c4643d1f84570ee374ac0b44475,5d2a6f43827078f498988bdf977913be,781afe929e3016a667f5f439afd55fce,sports_leisure,107.9,15.86,123.76,2018-06-18 16:28:35
1cb531a2fb45f62dee90ef7a93b46f21,f739cd8a6704968ec7ed584ce45bb01e,0df80257de6a3154415598a80718fb81,electronics,9.0,11.85,20.85,2017-11-28 20:39:38
780865d48893bd12dd23eb85abed0c6e,c2d0429940ce0afef52e564623133aec,c7858457bc43561ccb96aaa2932cb085,,279.9,28.4,308.29999999999995,2017-10-26 19:14:49
b07bf2d32756618446d0cc1896d2eedb,0366081656b950085a27be941a5b28c0,6a29caa68d4bc5536b4447c25de4c937,auto,51.49,18.24,69.73,2018-03-26 19:48:17
f1c179e3b024edd6b12fa92fb91590a6,4ae72d0daf2448a49bf98ec1b8cf68b5,7b969300f6d3f896ec4d7af6227ecc07,sports_leisure,169.0,15.93,184.93,2018-01-29 09:02:09
17854cb973394948ffc171595b2ea615,6c07c8c0969167614207678f7235bdf1,b7c082547bcb8ee0d7537b17668bc108,signaling_and_security,86.5,8.35,94.85,2018-06-24 18:48:25
71afd4d3202442d362d5e52112ffe080,ecf80ed10beb4a60cb2ffb31bac3479d,90aaf7f993470e411207adabf5b998b6,computers_accessories,199.0,19.49,218.49,2018-08-11 14:03:42
340bd726abb7b57850b8f3e93c52a559,d058d9531ed27a9c3be60792c94f0092,aed75ad669fbebd5a385ac7cc2ae7573,health_beauty,550.0,78.37,628.37,2018-04-10 11:46:18
b28aca0743b172fdbd3cde1f703e4067,ea4719ed8756aadd5f9a15cf0f38eb54,a8bb7885faf316d9a5062d42d2b2fba4,sports_leisure,109.0,19.95,128.95,2018-06-25 21:23:04
186c43c492d0813457a0da8ee78ef748,c78afbf707e4446398d86ac463c3fd4c,7d681d24b9bad757fb34b0d464c350e4,health_beauty,39.9,34.15,74.05,2017-11-13 11:44:54
c00da3caac54c1d164a533d8a79c7230,1fb54adee7ce31858b5cb708d6d448e9,f177b434709ecb652dbee4f4b19aef2f,fashion_bags_accessories,29.99,14.1,44.089999999999996,2017-10-08 13:00:43
9a03b3e45e1da9f1e9855278e52b147a,5d7e41996aae2db6784ec77ee6fd6f6b,c20a3f598c16d77249da67e81caa8317,housewares,32.0,8.97,40.97,2018-07-20 23:02:49
01b06b4d63c340902dbe3d9f8b2fe821,bc4e77d40d57aaca04d0c5a52d452ccd,a659cb33082b851fb87a33af8f0fff29,auto,84.9,13.03,97.93,2018-06-08 11:42:51
06b54aee2ec1ca4bd7a460c7d256cce1,1772b9285f84b981cf0b40a94406c640,9c31382f02ac001fe1a33a466471d98c,electronics,29.1,26.43,55.53,2018-04-17 10:16:18
298f6fa064cd036a4788f7f177170261,92c88b64cd65b23c50a7df5570180112,4309ccdfa6ebf5b4d35871c2b4d26fab,watches_gifts,249.9,14.41,264.31,2018-08-15 23:20:59
f34c3736b33b7d0c9eaaac33ac7b1ba5,1c3d7a65ccd05610b467567d6879a2f2,1c42a107473d6b20db8ac7772b870e33,bed_bath_table,78.99,26.63,105.61999999999999,2018-05-23 13:19:46
083dcf8ec0ff8aedc0d7ad8063baad80,80f48bf1d049cdecddea8ea5086b1264,d1c427060a0f73f6b889a5c7c61f2ac4,computers_accessories,119.0,17.6,136.6,2018-04-19 12:06:09
426787854631af08093236fbcd0cd554,17c1e97e812a1af21d9378c5d28e0c4d,165f86fe8b799a708a20ee4ba125c289,cool_stuff,166.99,23.49,190.48000000000002,2017-12-09 00:14:13
e20048c62eafbe51818f6dd9f3be724e,56e63406ad840b9429b59c47b9122f42,1ec486885049bbb9b79351d150ed18c4,fashion_bags_accessories,49.9,8.4,58.3,2018-03-07 16:05:56
8f7f000c35c951ac51ce055b965ef2c9,f31ab086c3d9d2f24bfbc27e6a7dc672,a9f480bfc49f0b85e8394e1cdf685b4e,toys,49.0,19.32,68.32,2018-03-15 08:08:09
ca757dbebcac3d3bbaa4eb7ea0f699c8,4e7d863b21180fc23a9185972ef8a1a2,65c61dcb0156cdde1a197f99b91488e2,computers_accessories,249.5,39.8,289.3,2018-06-07 19:29:37
7d219bd2feeb13ad311a00db33c06a3c,3740f4d0edef80f567eca55830ec9e8f,2d063994ae4667cff3d6841e9d441d1d,home_appliances_2,89.99,15.38,105.36999999999999,2017-05-25 13:50:11
602fd0f12980f5a92b67acc19187fb87,6156cc24d1fb47ea3976b55ed489de3c,7f72a8900b3d2fc8fa2635b7836d6e6e,toys,66.41,10.0,76.41,2018-08-15 06:12:03
90c6e60786251825a184d18d6a4718bb,bc4a00d1ddd57fed221dcd933e0cb3b5,607533a152a7db3664c7bd5b24fa0e36,bed_bath_table,175.0,19.33,194.32999999999998,2018-08-18 08:17:21
6d1d00752d412a243d22e2f6ebbbacd9,640cc066f62aebf3f02f10267b3b5954,609b1b50202d276e56b2468006fa82aa,bed_bath_table,73.9,23.32,97.22,2018-07-13 21:34:02
31dd19623d916b1848334732b797d5f5,55e7cfd6e28d2fbfbf01477c1d6171e2,986700c98805af229ab7ad51b95fa356,art,36.9,20.84,57.739999999999995,2017-06-25 17:50:06
b4cac287aa00c47e84e6e899d809a9e2,071ea3439c8c9148700ba643a50d0875,a88f259a7833d566eb11c414d2011dc0,housewares,44.9,15.41,60.31,2018-08-01 21:38:35
17be7ed9263bf0ea1f2e8ad91f699dac,32cd44465ecbb61fa74d4b3ef350efbd,a02d0123079f4ae96001ba2010d1a2df,construction_tools_lights,228.0,49.97,277.97,2018-08-06 22:35:23
d4a3fcb38e99c7475fc42900f4254301,2903da263de09c216f78598a8f24f197,07691def223b4568e8ecb5a5b30574b1,telephony,12.97,7.78,20.75,2017-07-24 14:17:55
90a35d9f1707a645c3bd2dda9c3f2643,5d94eb3a651e44419266ec8fddbd57be,d2085f7e0f9533605386960fc7e987ec,garden_tools,12.49,15.1,27.59,2017-12-02 16:44:06
f9a56a1e02546f0d1baf56f282fa0659,84caf560da4490d5fa39fa676442304f,c9c455f9fd8ca66d3ff7f90a249753b4,sports_leisure,109.95,16.53,126.48,2017-09-27 11:23:59
c919ace1499c5ef88133bf33307ba863,0b813ddf68690d0aca83a20391ec4a19,2a5806f10d0f00e5ad032dd2e3c8806e,office_furniture,159.99,67.74,227.73000000000002,2018-05-02 12:21:37
177f9e393eed9cbf21f8dee4e2d5903f,8189dee099d3a2b72eb21271c86bb794,39f000b98dd611ffc87b68c5a6efc550,bed_bath_table,374.9,23.11,398.01,2017-11-05 18:39:09
67b161a02da45b7148b386cd8e8a668f,7a7c03568e29f4605e807a6d5344e72f,9b447644d291396340ea3641fc70d132,sports_leisure,119.9,18.09,137.99,2017-12-19 18:33:38
ca7a8803c5feb9da44e133b9f9626dc3,2236cfc9eb37bfbaf04e45dff2f8b4aa,de2ac390da8e5e9cc2c6bc88d5c5357f,watches_gifts,590.82,15.64,606.46,2017-05-29 12:01:24
1454fd9eec5f4140bdbea254680361e5,d4b31b56a3fa1b91fa8d21f6f4466b6b,84f456958365164420cfc80fbe4c7fab,bed_bath_table,99.0,17.94,116.94,2017-11-24 21:05:51
c2453c426084d540cbe9433887844fd8,07105ab4f77bd53b0128579b64df5cc2,3077f3765ee2f3471ddc0f6d8f007eac,watches_gifts,762.0,23.57,785.57,2018-01-08 11:39:05
6419e8e9d7f16635d9222eec191ce516,a7532e354c1895123fff8168ec3c3c1e,d017a2151d543a9885604dc62a3d9dcc,fashion_bags_accessories,49.0,14.1,63.1,2018-03-01 23:00:07
35347ebe5a17d5710d0790df4b2f0f33,6cf9cd6406cc54d352e173a4f5959de5,1c57458e824ca3d974ec1831a1a55e72,pet_shop,100.4,23.02,123.42,2017-12-11 22:18:20
355b3b76919942127a5b1adf689f1f2f,367e6be143018c5f8b5d70dc90713fed,b18e0067418085fab0785606c86d875c,sports_leisure,185.0,14.31,199.31,2018-02-10 02:19:28
1a8d9ee4ef14ca8feb96e914f51b9397,60a13661d952a5128a7c81ea31e54727,29bcb163d2d9fdda52f39e9b84f2eec7,computers_accessories,140.6,16.74,157.34,2018-03-01 18:15:16
69cd806f54b86ec97dfbc6e717691e86,6974faf3955385817f89a280c51c2f46,3d103df80d5d22d709244fe27bc29a8d,,20.3,8.11,28.41,2018-01-23 21:05:30
297cce15c34916477e3daa6b59db8a67,a6863082cb6717d6dd66a547a62613d4,d5d6b56db7971e5aeb2c676fa9821d65,bed_bath_table,121.97,19.09,141.06,2017-11-04 23:15:33
3a1756d7060a993e85f1614b43da0c03,584a48000c599c79acafff0af5cd4cf1,ea9394ab60edfa4cca87947a938e8046,housewares,83.2,24.68,107.88,2017-01-26 16:23:03
07ac486a7e139e73d66011849fa5779d,1addc7d0ea1d5587f4cec79230ef78c5,bb42f37fc3d9130e4a4339d24a47dd7c,bed_bath_table,44.9,18.41,63.31,2018-07-28 15:34:10
5f892cf10a419532141018e4f162d429,8da022467585bcfdf70f08d25c07fb03,2a21592fa9b5f82a36ec4e151bb31d10,fashion_shoes,35.9,14.1,50.0,2017-07-19 21:20:27
a4e1330b19a4ac8c7b846ec56de79bfa,121025bfb3f2ba59f3df6aab33216cd8,d67bed02998be8e156400c61f0897a96,furniture_decor,22.9,14.1,37.0,2018-03-02 10:14:08
6ea6774abec27440369c7282c5511cc6,be961156244f41bb0728342afdc122e2,c971d649c40781eec263978c8b5b192d,auto,124.7,38.92,163.62,2018-03-21 20:21:35
48ac627a65c15df7cebf426bda6e6077,b5dff22ad6f2531a66adde7810935f70,6e86c76c9073070701739dc4fae68a6b,furniture_decor,108.0,39.69,147.69,2017-10-18 23:22:31
494b5feb45ebf3e0dd57996b45bcf69f,bf52f0d94c28f425403dccf42a0ee662,da98518441170ed0b0afcc0b471806ee,bed_bath_table,137.1,23.67,160.76999999999998,2018-08-07 21:18:51
de5b9ed8a33e27633d1c4a31445dddd1,b371160fd327e88b578d64afeb088756,bb02c40ca38878b8986798de4842d134,bed_bath_table,89.9,18.21,108.11000000000001,2018-04-20 13:50:27
6498d67586b0908cad595ae0c3638205,3aaa19d4d385baa53859ea43d47051ae,8e50f956978d187a7cd200b9b45fe9c4,books_general_interest,27.0,18.77,45.769999999999996,2018-04-12 08:18:41
fec1d349e48ee1bf9ca3fb0ffa9c8051,73815b917619ee6bf2b4b1849573c3ed,734cb1ee54f5d7e96c0c9d9732a21721,furniture_decor,44.9,17.09,61.989999999999995,2017-02-23 21:39:24
4a473906f11c8fe0749d47d07c24d13f,7ef6a0d32dec6a869a11d6186e7bc683,1a2d00b771a438bee7055bbd0086e003,bed_bath_table,79.9,9.77,89.67,2018-02-19 19:06:41
